"model","year","price","transmission","mileage","fuelType","tax","mpg","engineSize"
" 2 Series",2019,22770,"Manual",123,"Diesel",145,64.2,2
" X5",2020,44875,"Semi-Auto",2000,"Diesel",145,36.7,3
" 5 Series",2019,35790,"Semi-Auto",12,"Diesel",145,53.3,3
" 4 Series",2018,21250,"Automatic",14238,"Diesel",145,65.7,2
" 1 Series",2016,10499,"Manual",36240,"Diesel",0,83.1,1.5
" 3 Series",2019,29500,"Automatic",3185,"Petrol",145,42.2,2
" 2 Series",2019,22990,"Manual",8567,"Diesel",150,51.4,2
" 3 Series",2016,12200,"Manual",34842,"Diesel",30,67.3,2
" 3 Series",2015,11491,"Manual",55700,"Diesel",125,60.1,2
" Z4",2019,38156,"Semi-Auto",3140,"Petrol",145,33.2,3
" 1 Series",2017,19798,"Semi-Auto",35403,"Petrol",145,39.8,3
" 4 Series",2017,19961,"Semi-Auto",22100,"Diesel",150,65.7,2
" 4 Series",2019,24390,"Semi-Auto",6018,"Petrol",145,45.6,2
" 3 Series",2017,18000,"Automatic",29000,"Diesel",145,62.8,2
" 1 Series",2019,25995,"Manual",1309,"Petrol",145,41.5,1.5
" 2 Series",2019,20980,"Manual",1000,"Petrol",145,52.3,1.5
" 2 Series",2017,19350,"Automatic",18455,"Hybrid",135,135.5,1.5
" i3",2015,12500,"Automatic",79830,"Hybrid",0,470.8,NA
" 2 Series",2019,20950,"Semi-Auto",11757,"Petrol",145,47.9,2
" 3 Series",2015,13960,"Automatic",33330,"Diesel",125,60.1,2
" 1 Series",2019,18940,"Semi-Auto",7632,"Diesel",145,68.9,1.5
" 2 Series",2019,23246,"Semi-Auto",6139,"Petrol",145,47.9,2
" 2 Series",2016,17299,"Automatic",27519,"Petrol",160,44.1,2
" 5 Series",2014,18750,"Semi-Auto",34219,"Diesel",200,47.9,3
" 3 Series",2017,18730,"Semi-Auto",23618,"Diesel",145,62.8,2
" 3 Series",2020,23490,"Manual",15,"Diesel",145,58.9,2
" 3 Series",2019,24640,"Semi-Auto",5627,"Petrol",145,47.9,2
" 2 Series",2016,12600,"Manual",21819,"Diesel",20,74.3,1.5
" 3 Series",2017,19500,"Automatic",35303,"Hybrid",0,134.5,2
" 5 Series",2016,15250,"Automatic",28217,"Diesel",30,62.8,2
" X1",2016,17600,"Semi-Auto",26382,"Diesel",145,55.4,2
" 1 Series",2012,7240,"Manual",89462,"Diesel",30,62.8,2
" 3 Series",2019,28980,"Semi-Auto",6093,"Diesel",150,48.7,2
" 4 Series",2019,31480,"Semi-Auto",7217,"Diesel",145,47.9,3
" 3 Series",2004,2888,"Manual",133175,"Petrol",300,36.2,2
" 3 Series",2017,19480,"Semi-Auto",17610,"Petrol",145,48.7,2
" 2 Series",2017,9800,"Manual",51594,"Diesel",0,74.3,1.5
" 3 Series",2017,18741,"Semi-Auto",27012,"Diesel",30,64.2,2
" 5 Series",2019,31450,"Automatic",13,"Petrol",145,48.7,2
" 4 Series",2016,15790,"Semi-Auto",73921,"Diesel",160,51.4,3
" X5",2019,43500,"Automatic",15753,"Petrol",145,27.2,3
" 3 Series",2018,21998,"Semi-Auto",14008,"Diesel",145,62.8,2
" 2 Series",2017,13990,"Manual",24893,"Petrol",150,53.3,1.5
" 4 Series",2019,31480,"Automatic",6035,"Diesel",145,50.4,3
" 4 Series",2015,14699,"Manual",28334,"Diesel",125,58.9,2
" 2 Series",2016,12299,"Manual",11656,"Petrol",125,52.3,1.5
" X1",2017,22561,"Semi-Auto",17195,"Diesel",145,60.1,2
" 3 Series",2019,33610,"Automatic",123,"Petrol",145,41.5,2
" 1 Series",2017,14950,"Manual",12519,"Diesel",30,65.7,2
" 2 Series",2016,13200,"Automatic",28918,"Petrol",125,53.3,1.5
" 3 Series",2016,15030,"Semi-Auto",43482,"Diesel",30,64.2,2
" 4 Series",2016,22495,"Automatic",13295,"Petrol",260,37.2,3
" 1 Series",2014,9999,"Automatic",42927,"Petrol",150,48.7,1.6
" 1 Series",2017,14995,"Manual",13472,"Diesel",145,65.7,2
" X3",2019,31800,"Semi-Auto",6724,"Petrol",150,30.4,2
" 5 Series",2017,30995,"Semi-Auto",24000,"Diesel",145,51.4,3
" 1 Series",2015,11933,"Semi-Auto",19168,"Petrol",145,49.6,1.6
" 3 Series",2019,31000,"Semi-Auto",1397,"Diesel",145,50.4,2
" 1 Series",2019,16888,"Automatic",8503,"Diesel",145,72.4,1.5
" 3 Series",2018,19357,"Semi-Auto",15893,"Diesel",145,64.2,2
" 5 Series",2019,21950,"Automatic",12541,"Petrol",145,50.4,2
" 3 Series",2016,19895,"Semi-Auto",26200,"Diesel",165,51.4,3
" 3 Series",2016,14399,"Manual",34278,"Diesel",30,64.2,2
" 3 Series",2013,11599,"Manual",54374,NA,125,57.6,2
" 1 Series",2019,27750,"Automatic",1947,"Diesel",145,48.7,2
" 3 Series",2017,18999,"Automatic",29528,"Diesel",145,64.2,2
" 3 Series",2016,12600,"Automatic",52125,"Diesel",20,70.6,2
" M4",2018,36991,"Manual",9662,"Petrol",145,31,3
" 3 Series",2017,14990,"Semi-Auto",48604,"Diesel",30,67.3,2
" 2 Series",2020,36771,"Semi-Auto",485,"Petrol",145,36.2,2
" 1 Series",2019,22890,"Manual",5397,"Petrol",145,41.5,1.5
" 3 Series",2017,17100,"Automatic",44255,"Diesel",145,54.3,3
" 5 Series",2013,12950,"Automatic",57604,"Diesel",150,55.4,3
" 1 Series",2016,14300,"Automatic",22461,"Diesel",20,67.3,2
" 3 Series",2012,10990,"Automatic",47000,"Diesel",235,44.1,3
" 5 Series",2015,10699,"Automatic",93056,"Diesel",20,68.9,2
" 3 Series",2014,11490,"Automatic",77000,"Diesel",145,55.4,2
" X2",2019,26980,"Manual",103,"Diesel",145,55.4,2
" X2",2019,26972,"Automatic",123,"Petrol",145,38.7,2
" 3 Series",2019,19850,"Automatic",11505,"Petrol",145,51.4,1.5
" 1 Series",2016,11250,"Manual",35447,"Diesel",20,68.9,2
" 1 Series",2015,9981,"Manual",71119,"Diesel",30,62.8,2
" 1 Series",2016,12980,"Manual",18229,"Petrol",125,53.3,1.5
" X5",2012,12990,"Automatic",92000,"Diesel",300,38.2,3
" 3 Series",2017,19499,"Automatic",24472,"Diesel",30,62.8,2
" 3 Series",2014,12990,"Semi-Auto",67617,"Diesel",125,57.6,3
" 3 Series",2012,8990,"Manual",59000,"Diesel",145,55.4,2
" 3 Series",2015,13798,"Semi-Auto",59936,"Diesel",125,58.9,2
" 3 Series",2019,24480,"Semi-Auto",5776,"Diesel",145,55.4,2
" X1",2017,17998,"Semi-Auto",33534,"Diesel",150,55.4,2
" 3 Series",2017,17998,"Semi-Auto",24253,"Diesel",150,64.2,2
" 3 Series",2017,14990,"Manual",18452,"Diesel",30,67.3,2
" 7 Series",2016,33995,"Semi-Auto",15143,"Diesel",160,52.3,3
" 3 Series",2019,34000,"Semi-Auto",4650,"Diesel",145,47.9,3
" 3 Series",2020,37950,"Semi-Auto",100,"Diesel",145,47.9,3
" 4 Series",2017,19000,"Semi-Auto",26289,"Petrol",145,48.7,2
" M5",2019,65000,"Semi-Auto",4800,"Petrol",145,26.9,4.4
" 2 Series",2018,25990,"Semi-Auto",3960,"Petrol",145,32.5,3
" 5 Series",2013,10495,"Semi-Auto",83380,"Diesel",125,57.6,2
" 1 Series",2017,15698,"Manual",10966,"Diesel",150,65.7,2
" 5 Series",2019,30998,"Semi-Auto",11675,"Diesel",145,56.5,3
" 2 Series",2015,11679,"Manual",46200,"Petrol",30,54.3,1.5
" X1",2017,18998,"Semi-Auto",28686,"Diesel",125,57.6,2
" 4 Series",2020,39250,"Semi-Auto",151,"Diesel",150,47.9,3
" X2",2019,26950,"Semi-Auto",7989,"Petrol",150,39.2,2
" 1 Series",2016,10699,"Manual",35845,"Diesel",0,83.1,1.5
" 3 Series",2015,15000,"Semi-Auto",47773,"Diesel",125,58.9,2
" 1 Series",2018,18450,"Semi-Auto",14324,"Diesel",150,49.6,2
" X4",2019,40999,"Semi-Auto",8023,"Petrol",145,26.9,3
" 1 Series",2017,21498,"Manual",16273,"Petrol",145,36.2,3
" 1 Series",2013,9999,"Manual",48279,"Petrol",145,50.4,1.6
" 1 Series",2015,16491,"Manual",27411,"Petrol",305,35.3,3
" 4 Series",2018,21290,"Automatic",3475,"Petrol",145,45.6,2
" 5 Series",2014,12298,"Semi-Auto",52598,"Diesel",30,62.8,2
" 1 Series",2018,15881,"Manual",9774,"Petrol",145,37.2,1.5
" X1",2019,25916,"Automatic",4230,"Diesel",145,60.1,2
" i3",2014,14182,"Automatic",37161,"Hybrid",0,470.8,NA
" 3 Series",2020,41950,"Semi-Auto",8,"Petrol",150,33.6,3
" 4 Series",2017,18980,"Semi-Auto",31250,"Diesel",150,65.7,2
" X4",2015,20600,"Automatic",26928,"Diesel",200,47.9,3
" 1 Series",2019,22890,"Manual",11506,"Petrol",150,41.5,1.5
" 2 Series",2015,14998,"Semi-Auto",29809,"Diesel",20,68.9,2
" 1 Series",2016,10795,"Manual",56800,"Diesel",20,70.6,1.5
" 2 Series",2016,11499,"Manual",49636,"Petrol",125,53.3,1.5
" 3 Series",2017,15349,"Automatic",53347,"Hybrid",0,148.7,2
" 2 Series",2019,21300,"Manual",2455,"Diesel",145,51.4,2
" 7 Series",2019,53000,"Semi-Auto",3000,"Diesel",145,41.5,3
" X6",2016,29480,"Semi-Auto",24864,"Diesel",205,47.1,3
" 5 Series",2015,13600,"Automatic",60892,"Diesel",125,60.1,2
" 1 Series",2017,13000,"Manual",24104,"Petrol",125,NA,1.5
" X2",2019,24480,"Semi-Auto",2772,"Petrol",145,38.7,2
" 2 Series",2020,29999,"Semi-Auto",5000,"Diesel",145,48.7,2
" 3 Series",2016,20998,"Semi-Auto",20756,"Diesel",145,56.5,3
" 3 Series",2014,8900,"Automatic",79809,"Diesel",20,68.9,2
" 3 Series",2019,28480,"Semi-Auto",3838,"Diesel",150,48.7,2
" 4 Series",2017,20450,"Semi-Auto",26680,"Petrol",150,45.6,2
" 3 Series",2018,24790,"Semi-Auto",12,"Petrol",145,48.7,2
" X1",2019,27490,"Semi-Auto",5742,"Petrol",150,48.7,2
" 1 Series",2019,22000,"Manual",2574,"Petrol",145,44.1,1.5
" 1 Series",2018,22072,"Semi-Auto",7901,"Diesel",145,47.9,2
" 1 Series",2019,18498,"Manual",10624,"Diesel",145,65.7,2
" X1",2017,13999,"Manual",54650,"Diesel",20,68.9,2
" X3",2017,20700,"Automatic",39809,"Diesel",145,54.3,2
" 3 Series",2020,35995,"Semi-Auto",11,"Diesel",145,47.9,3
" 5 Series",2016,14200,"Automatic",55573,"Diesel",30,62.8,2
" 3 Series",2016,14500,"Manual",25385,"Petrol",160,42.2,2
" 3 Series",2014,8800,"Manual",84392,"Diesel",30,62.8,2
" 3 Series",2016,18000,"Automatic",38984,"Diesel",145,54.3,3
" X3",2019,31980,"Semi-Auto",9305,"Diesel",150,54.3,2
" 2 Series",2016,19780,"Semi-Auto",14041,"Petrol",160,45.6,2
" 5 Series",2010,7475,"Manual",75000,"Diesel",145,55.4,2
" 2 Series",2016,17965,"Semi-Auto",20379,"Diesel",125,60.1,2
" 3 Series",2016,12999,"Manual",52224,"Diesel",125,62.8,2
" 3 Series",2015,12999,"Semi-Auto",45191,"Diesel",125,58.9,2
" X6",2015,27995,"Semi-Auto",40915,"Diesel",200,44.8,3
" 1 Series",2017,11500,"Manual",47674,"Diesel",145,68.9,2
" 2 Series",2017,14990,"Automatic",17000,"Petrol",125,48.7,2
" 3 Series",2019,23990,"Manual",4710,"Diesel",145,54.3,2
" 4 Series",2016,13999,"Manual",43000,"Diesel",30,67.3,2
" 3 Series",2016,13998,"Semi-Auto",38417,"Diesel",30,67.3,2
" 3 Series",2019,21400,"Semi-Auto",16086,"Petrol",145,48.7,2
" i3",2017,21500,"Automatic",10900,"Hybrid",140,470.8,NA
" X1",2013,9999,"Automatic",53540,"Diesel",160,52.3,2
" 5 Series",2020,33980,"Semi-Auto",1175,"Diesel",145,62.8,2
" X1",2010,6495,"Automatic",90000,"Diesel",200,45.6,2
" 3 Series",2019,33995,"Automatic",5000,"Diesel",145,49.6,2
" X5",2017,51990,"Automatic",10,"Diesel",200,47.1,3
" X1",2017,18500,"Semi-Auto",12160,"Diesel",145,65.7,2
" 2 Series",2017,13900,"Automatic",46281,"Petrol",125,51.4,1.5
" X6",2019,42888,"Automatic",10231,"Diesel",145,44.8,3
" 2 Series",2019,21980,"Automatic",4481,"Diesel",145,67.3,2
" 1 Series",2017,11400,"Manual",37000,"Petrol",125,53.3,1.5
" 4 Series",2019,30140,"Automatic",7583,"Diesel",145,60.1,2
" 4 Series",2015,12800,"Manual",56741,"Diesel",30,62.8,2
" 3 Series",2017,19990,"Automatic",29000,"Diesel",145,51.4,3
" 3 Series",2019,23898,"Automatic",11603,"Diesel",145,52.3,2
" 1 Series",2018,16998,"Manual",14164,"Petrol",145,46.3,2
" X3",2017,25999,"Semi-Auto",22749,"Diesel",150,54.3,2
" M4",2020,49490,"Semi-Auto",7,"Petrol",145,32.5,3
" X5",2011,14970,"Automatic",69987,"Diesel",300,37.7,3
" 2 Series",2017,16498,"Semi-Auto",2210,"Petrol",150,55.4,1.5
" 3 Series",2015,15800,"Manual",23293,"Diesel",145,55.4,2
" 5 Series",2019,26350,"Semi-Auto",7106,"Diesel",145,65.7,2
" i3",2015,14285,"Automatic",65800,"Hybrid",0,470.8,NA
" 5 Series",2019,33000,"Semi-Auto",12250,"Diesel",150,53.3,3
" 3 Series",2010,3690,"Manual",96000,"Diesel",30,62.8,2
" 1 Series",2017,11850,"Manual",32285,"Diesel",150,68.9,2
" 1 Series",2020,26995,"Automatic",1500,"Diesel",145,51.4,2
" X4",2020,43995,"Semi-Auto",2000,"Petrol",145,26.9,3
" 4 Series",2018,21302,"Automatic",17768,"Diesel",145,65.7,2
" 2 Series",2019,22646,"Manual",123,"Petrol",145,52.3,1.5
" 5 Series",2014,14959,"Semi-Auto",31039,"Diesel",145,55.4,2
" X3",2016,20990,"Automatic",23000,"Diesel",145,54.3,2
" 5 Series",2019,29895,"Semi-Auto",1000,"Petrol",145,50.4,2
" 3 Series",2012,8495,"Automatic",84000,"Diesel",145,53.3,2
" 4 Series",2014,10991,"Manual",81978,"Diesel",125,60.1,2
" 3 Series",2019,25895,"Semi-Auto",7225,"Diesel",150,52.3,2
" 4 Series",2015,14725,"Automatic",49256,"Diesel",125,60.1,2
" 2 Series",2019,19990,"Manual",3303,"Petrol",145,42.8,1.5
" 1 Series",2017,20500,"Semi-Auto",25190,"Petrol",145,39.8,3
" 1 Series",2019,20990,"Automatic",7990,"Diesel",145,65.7,2
" 1 Series",2018,15980,"Manual",19093,"Diesel",150,50.4,2
" 5 Series",2006,4290,"Automatic",97000,"Petrol",565,29.7,2.5
" 5 Series",2017,27488,"Automatic",23500,"Petrol",145,39.2,3
" X1",2016,15000,"Manual",35746,"Diesel",20,68.9,2
" 3 Series",2020,36495,"Semi-Auto",789,"Diesel",145,49.6,2
" M4",2020,51000,"Semi-Auto",2000,"Petrol",145,32.5,3
" 5 Series",2015,17500,"Manual",26355,"Diesel",160,52.3,2
" X5",2019,45994,"Automatic",4943,"Diesel",145,37.7,3
" 3 Series",2019,21790,"Semi-Auto",8748,"Petrol",145,44.8,2
" 3 Series",2016,14400,"Automatic",19786,"Diesel",30,67.3,2
" 5 Series",2019,31780,"Semi-Auto",13384,"Diesel",145,60.1,3
" 4 Series",2019,25490,"Semi-Auto",6782,"Petrol",150,48.7,2
" X5",2016,31362,"Automatic",34356,"Diesel",200,47.1,3
" 3 Series",2018,21300,"Semi-Auto",18564,"Diesel",145,60.1,2
" 4 Series",2019,25850,"Semi-Auto",2146,"Diesel",145,65.7,2
" 3 Series",2019,27490,"Semi-Auto",13994,"Petrol",145,42.2,2
" 3 Series",2018,26750,"Automatic",8482,NA,145,41.5,3
" 5 Series",2012,9690,"Automatic",71375,"Diesel",125,57.6,2
" 2 Series",2020,20980,"Semi-Auto",10,"Petrol",145,50.4,1.5
" 1 Series",2016,13998,"Manual",19188,"Diesel",20,70.6,1.5
" 3 Series",2020,42995,"Automatic",7500,"Petrol",145,33.6,3
" X3",2016,21798,"Semi-Auto",29512,"Diesel",145,54.3,2
" 3 Series",2016,11999,"Automatic",92300,"Hybrid",0,148.7,2
" 5 Series",2013,14195,"Automatic",38000,"Diesel",150,55.4,2
" 7 Series",2017,33990,"Semi-Auto",28998,"Petrol",300,35.3,4.4
" 1 Series",2017,17985,"Automatic",24229,"Diesel",125,60.1,2
" 4 Series",2014,18712,"Automatic",43116,"Diesel",160,50.4,3
" X7",2019,59988,"Automatic",7791,"Diesel",145,33.6,3
" 4 Series",2018,18210,"Manual",17672,"Petrol",145,46.3,2
" 3 Series",2007,2550,"Manual",103000,"Diesel",205,49.6,2
" X3",2020,39993,"Semi-Auto",500,"Diesel",145,54.3,2
" 4 Series",2019,26980,"Automatic",17,"Diesel",145,55.4,3
" 1 Series",2013,7475,"Manual",70000,"Diesel",0,74.3,1.6
" X4",2019,33998,"Semi-Auto",14404,"Diesel",150,42.8,2
" 1 Series",2017,15280,"Automatic",14709,"Diesel",145,72.4,1.5
" 5 Series",2013,15998,"Semi-Auto",51063,"Diesel",200,47.9,3
" 2 Series",2017,22994,"Semi-Auto",25219,"Petrol",235,38.2,3
" 3 Series",2019,29990,"Manual",16,"Diesel",145,54.3,2
" X4",2019,40775,"Semi-Auto",5450,"Petrol",145,26.9,3
" 2 Series",2017,15950,"Automatic",39758,"Diesel",145,62.8,2
" 2 Series",2015,17799,"Automatic",38902,"Petrol",260,37.2,3
" X5",2017,28400,"Automatic",35061,"Diesel",145,47.1,3
" 7 Series",2019,47000,"Semi-Auto",5113,"Diesel",145,44.1,3
" 1 Series",2019,20750,"Manual",5692,"Petrol",145,44.1,1.5
" 1 Series",2017,14011,"Manual",22677,"Diesel",145,65.7,2
" 3 Series",2017,16840,"Automatic",47439,"Diesel",145,56.5,3
" 5 Series",2015,13990,"Automatic",48000,"Diesel",30,62.8,2
" 5 Series",2013,12732,"Manual",28204,"Diesel",30,62.8,2
" 5 Series",2015,10499,"Automatic",82375,"Diesel",20,68.9,2
" 4 Series",2019,29888,"Manual",999,"Petrol",145,46.3,2
" X6",2019,61854,"Semi-Auto",1000,"Diesel",145,34.9,3
" 3 Series",2019,32990,"Semi-Auto",9503,"Diesel",145,49.6,2
" 3 Series",2014,13000,"Automatic",94450,"Diesel",160,52.3,3
" X5",2017,30000,"Automatic",23882,"Diesel",145,47.1,3
" X1",2017,14470,"Automatic",80591,"Diesel",30,65.7,2
" 3 Series",2017,18999,"Automatic",24658,"Hybrid",0,134.5,2
" X3",2014,14495,"Semi-Auto",44000,"Diesel",165,50.4,2
" 4 Series",2019,25850,"Automatic",8675,"Diesel",145,60.1,2
" 1 Series",2016,8000,"Manual",101980,"Diesel",20,68.9,2
" 3 Series",2016,17498,"Semi-Auto",27146,"Diesel",150,56.5,3
" 1 Series",2019,17980,"Manual",8159,"Diesel",145,70.6,1.5
" 5 Series",2017,22898,"Semi-Auto",11303,"Diesel",145,65.7,2
" X2",2018,19999,"Automatic",27359,"Diesel",145,52.3,2
" 3 Series",2020,38991,"Semi-Auto",132,"Diesel",145,52.3,2
" 1 Series",2016,10648,"Manual",36669,"Diesel",0,83.1,1.5
" 4 Series",2016,19199,"Automatic",25000,"Diesel",160,52.3,3
" 4 Series",2019,25000,"Manual",4000,"Diesel",150,55.4,2
" 3 Series",2016,17498,"Semi-Auto",28897,"Diesel",145,54.3,3
" 1 Series",2015,10695,"Automatic",52770,"Petrol",145,48.7,1.6
" Z4",2020,29990,"Semi-Auto",4646,"Petrol",145,38.7,2
" 5 Series",2019,32896,"Automatic",6071,"Diesel",145,53.3,3
" X3",2015,17495,"Semi-Auto",38013,"Diesel",150,54.3,2
" 4 Series",2019,24700,"Semi-Auto",5196,"Diesel",145,65.7,2
" 1 Series",2019,16555,"Manual",9451,"Diesel",145,68.9,2
" 4 Series",2018,20590,"Semi-Auto",30000,"Petrol",150,48.7,2
" X1",2016,21390,"Automatic",22595,"Petrol",160,44.8,2
" M4",2020,48950,"Semi-Auto",17,"Petrol",150,32.5,3
" X6",2016,29995,"Automatic",43600,"Diesel",200,44.8,3
" 5 Series",2015,14195,"Automatic",46140,"Diesel",30,62.8,2
" 5 Series",2016,14490,"Automatic",52000,"Diesel",30,62.8,2
" 1 Series",2016,17898,"Manual",26447,"Petrol",300,35.3,3
" 3 Series",2019,22898,"Automatic",12249,"Diesel",145,62.8,2
" 1 Series",2014,12272,"Semi-Auto",31000,"Diesel",20,67.3,2
" 1 Series",2013,11400,"Manual",59824,"Diesel",125,58.9,2
" 4 Series",2019,26950,"Semi-Auto",500,"Diesel",145,65.7,2
" X3",2009,7495,"Automatic",95000,"Diesel",260,42.2,2
" 3 Series",2016,18257,"Automatic",19060,"Diesel",145,53.3,3
" X4",2016,26000,"Automatic",27580,"Diesel",205,47.9,3
" X1",2018,20950,"Automatic",7000,"Diesel",NA,60.1,2
" 5 Series",2019,34850,"Automatic",1524,"Hybrid",135,141.3,2
" X5",2015,21498,"Automatic",59216,"Diesel",200,47.9,3
" 3 Series",2019,24950,"Manual",3238,"Diesel",145,64.2,2
" X5",2019,56450,"Semi-Auto",4445,"Diesel",145,33.6,3
" X2",2019,29970,"Automatic",3760,"Petrol",145,36.2,2
" 1 Series",2019,18989,"Manual",20442,"Diesel",150,70.6,1.5
" 3 Series",2018,19999,"Automatic",16882,"Diesel",145,62.8,2
" 1 Series",2006,2990,"Manual",88000,"Petrol",260,37.7,1.6
" 5 Series",2017,22312,"Automatic",16403,"Diesel",145,65.7,2
" 3 Series",2019,26495,"Semi-Auto",10922,"Petrol",145,41.5,2
" 3 Series",2015,14391,"Semi-Auto",56262,"Diesel",30,62.8,2
" 5 Series",2019,30522,"Semi-Auto",6371,"Diesel",145,60.1,2
" 3 Series",2012,11490,"Automatic",89977,"Diesel",125,60.1,2
" 1 Series",2015,13091,"Manual",35000,"Diesel",30,65.7,2
" X1",2019,30995,"Semi-Auto",1501,"Diesel",145,52.3,2
" 3 Series",2018,19998,"Semi-Auto",59348,"Diesel",150,57.6,2
" X2",2019,27950,"Automatic",7971,"Diesel",150,58.9,2
" 1 Series",2015,13442,"Semi-Auto",15200,"Diesel",0,78.5,1.5
" 2 Series",2019,24690,"Semi-Auto",7338,"Petrol",150,47.9,2
" 3 Series",2017,18858,"Semi-Auto",29190,"Diesel",145,62.8,2
" X1",2018,22512,"Semi-Auto",14100,"Diesel",145,60.1,2
" X2",2020,27890,"Manual",10,"Diesel",145,48.7,2
" 3 Series",2017,19500,"Semi-Auto",9377,"Hybrid",0,134.5,2
" X4",2017,25990,"Semi-Auto",25357,"Diesel",200,47.9,3
" M2",2019,37990,"Semi-Auto",19548,"Petrol",145,29.1,3
" 1 Series",2015,14391,"Semi-Auto",42770,"Diesel",125,61.4,2
" 1 Series",2017,10800,"Manual",38872,"Diesel",145,68.9,2
" 1 Series",2018,12700,"Manual",21593,"Petrol",145,53.3,1.5
" 2 Series",2017,14200,"Semi-Auto",14500,"Diesel",20,68.9,2
" X5",2017,29945,"Automatic",30207,"Diesel",200,47.1,3
" 2 Series",2019,23500,"Semi-Auto",2164,"Diesel",145,49.6,2
" 5 Series",2016,11995,"Manual",69850,"Diesel",30,65.7,2
" 3 Series",2019,29661,"Semi-Auto",4925,"Petrol",150,43.5,2
" 2 Series",2016,13790,"Manual",11338,"Diesel",30,65.7,2
" 3 Series",2019,33995,"Semi-Auto",7974,"Hybrid",135,8.8,2
" 2 Series",2019,21950,"Manual",10,"Diesel",145,64.2,2
" X1",2016,19391,"Semi-Auto",20761,"Diesel",125,60.1,2
" 5 Series",2016,15850,"Automatic",27710,"Diesel",30,62.8,2
" 3 Series",2015,12999,"Automatic",27153,"Diesel",30,62.8,2
" 7 Series",2019,46500,"Semi-Auto",6249,"Diesel",145,42.2,3
" X4",2019,36900,"Semi-Auto",12855,"Diesel",145,40.4,3
" 1 Series",2016,17998,"Manual",25334,"Petrol",300,35.3,3
" X1",2016,18286,"Semi-Auto",35300,"Diesel",125,57.6,2
" 3 Series",2016,17980,"Automatic",48947,"Hybrid",0,134.5,2
" X5",2018,37498,"Automatic",25930,"Petrol",145,29.1,4.4
" i3",2017,19998,"Automatic",41949,"Hybrid",140,470.8,NA
" 3 Series",2015,14999,"Automatic",78680,"Diesel",160,52.3,3
" 5 Series",2019,26350,"Semi-Auto",9062,"Diesel",145,65.7,2
" 5 Series",2017,24298,"Semi-Auto",13863,"Diesel",145,60.1,2
" 2 Series",2017,22991,"Semi-Auto",23730,"Petrol",200,39.8,3
" X1",2015,12979,"Semi-Auto",48102,"Diesel",160,52.3,2
" 2 Series",2019,24980,"Semi-Auto",2290,"Petrol",145,47.9,2
" 2 Series",2017,21995,"Semi-Auto",22012,"Petrol",200,39.8,3
" 2 Series",2019,21500,"Manual",4067,"Petrol",145,52.3,1.5
" X5",2015,27844,"Automatic",44087,"Diesel",200,NA,3
" 4 Series",2015,14999,"Automatic",73150,"Diesel",160,50.4,3
" 2 Series",2019,20875,"Manual",718,"Petrol",150,54.3,1.5
" 1 Series",2015,10890,"Semi-Auto",39157,"Diesel",20,72.4,1.5
" 1 Series",2017,21995,"Semi-Auto",12729,"Petrol",200,39.8,3
" 4 Series",2020,30995,"Semi-Auto",10,"Diesel",145,60.1,2
" i3",2015,17400,"Automatic",29465,"Electric",0,470.8,1
" 3 Series",2019,30690,"Automatic",4404,"Diesel",145,50.4,2
" X5",2017,33991,"Automatic",32771,"Diesel",145,47.1,3
" 1 Series",2019,30200,"Automatic",7312,"Petrol",145,34.5,2
" X6",2019,64772,"Semi-Auto",4193,"Petrol",150,26.4,3
" X3",2019,35564,"Semi-Auto",642,"Diesel",145,54.3,2
" X5",2018,37500,"Automatic",6836,"Diesel",150,47.1,3
" 1 Series",2016,14195,"Semi-Auto",38094,"Diesel",30,65.7,2
" X1",2016,13990,"Manual",43529,"Diesel",125,60.1,2
" 1 Series",2017,21500,"Semi-Auto",19486,"Petrol",145,39.8,3
" X2",2020,33000,"Semi-Auto",3986,"Petrol",145,34,2
" 1 Series",2017,11800,"Manual",38356,"Diesel",145,83.1,1.5
" 5 Series",2018,29500,"Semi-Auto",9629,"Diesel",145,56.5,3
" X3",2014,15995,"Automatic",35000,"Diesel",160,50.4,2
" 7 Series",2016,26800,"Automatic",30194,"Diesel",150,54.3,3
" 5 Series",2016,15485,"Semi-Auto",50492,"Diesel",30,62.8,2
" 3 Series",2013,10500,"Manual",78090,"Diesel",145,56.5,2
" 3 Series",2018,25000,"Semi-Auto",23555,"Diesel",145,49.6,3
" X1",2017,17037,"Automatic",19838,"Diesel",30,65.7,2
" X3",2019,35995,"Semi-Auto",5904,"Petrol",145,30.4,2
" M4",2017,35352,"Semi-Auto",9215,"Petrol",300,34,3
" 3 Series",2019,28000,"Automatic",6148,"Diesel",145,52.3,2
" X3",2012,11995,"Automatic",72040,"Diesel",160,50.4,2
" 3 Series",2016,16950,"Semi-Auto",28059,"Diesel",30,62.8,2
" 5 Series",2016,13990,"Automatic",87000,"Diesel",160,51.4,3
" 3 Series",2012,6995,"Manual",81000,"Diesel",30,62.8,2
" 3 Series",2020,28450,"Semi-Auto",101,"Diesel",145,50.4,2
" 3 Series",2016,20432,"Semi-Auto",9939,"Diesel",160,51.4,3
" X2",2019,27450,"Semi-Auto",14368,"Diesel",145,58.9,2
" 1 Series",2019,33400,"Semi-Auto",3450,"Petrol",145,34.5,2
" 1 Series",2015,8999,"Manual",97800,"Diesel",0,83.1,1.5
" 5 Series",2016,12639,"Automatic",72924,"Diesel",20,68.9,2
